"","Word","Freq"
"jermaine","jermaine",596
"heartache","heartache",594
"everytime","everytime",594
"later","later",594
"heavy","heavy",592
"tumble","tumble",592
"fuck","fuck",592
"loose","loose",592
"bought","bought",592
"energy","energy",591
"cant","cant",590
"torn","torn",590
"venus","venus",589
"sinking","sinking",589
"grown","grown",588
"divine","divine",587
"vida","vida",585
"dying","dying",584
"hips","hips",584
"beauty","beauty",583
"jesus","jesus",582
"rose","rose",582
"six","six",582
"monkey","monkey",581
"block","block",581
"dub","dub",581
"novio","novio",581
"thoughts","thoughts",580
"ass","ass",580
"state","state",579
"japanese","japanese",579
"satisfied","satisfied",578
"hung","hung",578
"colors","colors",578
"kid","kid",577
"sounds","sounds",577
"flame","flame",577
"oooo","oooo",577
"frightened","frightened",576
"lesson","lesson",576
"searching","searching",574
"bone","bone",574
"hundred","hundred",573
"melody","melody",572
"chill","chill",572
"quit","quit",571
"dooby","dooby",568
"como","como",567
"pure","pure",567
"less","less",566
"fate","fate",565
"clouds","clouds",564
"acting","acting",564
"tiene","tiene",562
"breakin","breakin",561
"praying","praying",561
"careless","careless",561
"pour","pour",560
"lifetime","lifetime",560
"willing","willing",560
"note","note",560
"revenge","revenge",560
"toy","toy",559
"moved","moved",559
"chances","chances",558
"building","building",558
"buh","buh",558
"thrill","thrill",557
"falls","falls",557
"amps","amps",555
"sometime","sometime",554
"heartbreak","heartbreak",554
"shawty","shawty",554
"shadow","shadow",553
"crime","crime",553
"mistake","mistake",552
"clean","clean",551
"whip","whip",551
"talks","talks",550
"deal","deal",549
"belongs","belongs",549
"lock","lock",548
"problem","problem",548
"wash","wash",548
"proud","proud",547
"action","action",547
"week","week",546
"luck","luck",545
"bound","bound",545
"diamonds","diamonds",545
"mic","mic",544
"wheel","wheel",540
"bah","bah",540
"stinks","stinks",540
"spring","spring",538
"force","force",534
"plans","plans",533
"climb","climb",533
"locomotion","locomotion",532
"keeping","keeping",530
"kill","kill",530
"faster","faster",529
"shoulder","shoulder",528
"des","des",528
"sitting","sitting",528
"alejandro","alejandro",528
"prove","prove",527
"safe","safe",525
"fake","fake",524
"birds","birds",523
"plus","plus",523
"crush","crush",523
"hole","hole",521
"wave","wave",521
"nearly","nearly",520
"opened","opened",520
"showed","showed",520
"raining","raining",520
"confess","confess",520
"wow","wow",519
"wire","wire",519
"meaning","meaning",518
"filled","filled",518
"babys","babys",517
"temporary","temporary",517
"wonderland","wonderland",516
"butta","butta",516
"evening","evening",515
"toll","toll",515
"trees","trees",514
"explain","explain",514
"ear","ear",512
"lots","lots",511
"percussion","percussion",511
"gypsy","gypsy",510
"stride","stride",510
"ooo","ooo",509
"untill","untill",509
"pop","pop",508
"rise","rise",508
