"","Word","Freq"
"takes","takes",108
"song","song",107
"everywhere","everywhere",107
"quite","quite",107
"hate","hate",107
"straight","straight",106
"top","top",106
"told","told",105
"child","child",105
"lies","lies",105
"dreaming","dreaming",104
"cried","cried",104
"killed","killed",104
"ripe","ripe",104
"heat","heat",104
"alive","alive",104
"cup","cup",104
"taking","taking",104
"docdr","docdr",104
"star","star",104
"overdose","overdose",104
"dakishimetainoni","dakishimetainoni",104
"fuan","fuan",104
"futari","futari",104
"koi","koi",104
"naruno","naruno",104
"ochitano","ochitano",104
"sotto","sotto",104
"uneasy","uneasy",104
"echo","echo",103
"partys","partys",103
"ball","ball",103
"cool","cool",102
"phone","phone",102
"seem","seem",102
"shining","shining",102
"biz","biz",102
"gives","gives",102
"fishing","fishing",102
"rivers","rivers",102
"heartbreaks","heartbreaks",102
"louder","louder",102
"promises","promises",102
"jack","jack",102
"wants","wants",101
"higher","higher",101
"south","south",101
"trouble","trouble",101
"pretend","pretend",101
"turned","turned",100
"started","started",100
"lives","lives",100
"fantasy","fantasy",100
"watching","watching",100
"neighborhood","neighborhood",100
"lickle","lickle",100
"crowd","crowd",99
"shine","shine",99
"air","air",99
"comes","comes",98
"single","single",97
"four","four",97
"supposed","supposed",97
"pouring","pouring",96
"truth","truth",96
"achy","achy",96
"breaky","breaky",96
"guess","guess",95
"wear","wear",95
"help","help",95
"gets","gets",95
"pour","pour",95
"everybodys","everybodys",95
"raider","raider",95
"happenin","happenin",95
"juan","juan",95
"playas","playas",95
"takin","takin",95
"ahahahahah","ahahahahah",95
"lie","lie",94
"bridgex","bridgex",94
"treasure","treasure",93
"ways","ways",93
"swear","swear",93
"drums","drums",92
"pounding","pounding",92
"rising","rising",92
"waitin","waitin",92
"squeeze","squeeze",92
"harder","harder",92
"baddest","baddest",92
"diva","diva",92
"rumour","rumour",92
"whore","whore",92
"moves","moves",91
"done","done",91
"shirt","shirt",90
"shriveled","shriveled",90
"teeny","teeny",90
"beating","beating",90
"wrap","wrap",90
"burn","burn",90
"dreamer","dreamer",89
"shot","shot",89
"watusi","watusi",88
"meant","meant",88
"follow","follow",88
"purple","purple",88
"skies","skies",88
"kinda","kinda",88
"brown","brown",88
"mellow","mellow",88
"bilar","bilar",88
"murd","murd",88
"rahi","rahi",88
"spring","spring",86
"knows","knows",86
"broken","broken",85
"explain","explain",85
"unlimited","unlimited",85
"rise","rise",85
"minutes","minutes",84
"second","second",84
"genie","genie",84
"jean","jean",84
"wishing","wishing",84
"quit","quit",84
"plain","plain",84
"called","called",83
"tall","tall",83
"shit","shit",83
"midnight","midnight",83
"pick","pick",83
"learned","learned",82
"kick","kick",82
"sense","sense",82
"boys","boys",81
"came","came",81
"less","less",81
"spent","spent",80
"reasons","reasons",80
"search","search",80
"butt","butt",80
"eight","eight",80
"mix","mix",80
"six","six",80
"cardboard","cardboard",80
"brand","brand",80
"clothes","clothes",80
"ayeeayeeay","ayeeayeeay",80
