"","Word","Freq"
"reasons","reasons",270
"endless","endless",269
"grows","grows",269
"class","class",269
"heal","heal",269
"touched","touched",269
"killing","killing",269
"sent","sent",268
"una","una",268
"sang","sang",268
"hung","hung",268
"december","december",268
"rider","rider",268
"bites","bites",268
"blinded","blinded",268
"glamour","glamour",268
"dressed","dressed",267
"longing","longing",267
"movie","movie",267
"addicted","addicted",267
"fuse","fuse",266
"jukebox","jukebox",266
"bayou","bayou",266
"showed","showed",266
"smell","smell",266
"married","married",265
"learning","learning",265
"ticking","ticking",265
"smiled","smiled",264
"tuesday","tuesday",264
"smiling","smiling",264
"drown","drown",264
"fucked","fucked",264
"sunlight","sunlight",264
"sacrifice","sacrifice",263
"taught","taught",263
"kicks","kicks",263
"suzie","suzie",263
"paint","paint",263
"nearly","nearly",263
"wished","wished",263
"turnin","turnin",263
"list","list",263
"candle","candle",262
"git","git",262
"swim","swim",261
"nothins","nothins",261
"theres","theres",261
"deuce","deuce",261
"certain","certain",261
"stupid","stupid",260
"barbara","barbara",260
"pure","pure",260
"naughty","naughty",260
"ship","ship",259
"slam","slam",259
"horse","horse",258
"deserve","deserve",258
"cries","cries",258
"loser","loser",258
"stayed","stayed",258
"thats","thats",257
"ladies","ladies",257
"hates","hates",257
"rescue","rescue",257
"electric","electric",256
"shooting","shooting",256
"fresh","fresh",256
"wrap","wrap",256
"seasons","seasons",256
"search","search",255
"darkest","darkest",255
"pack","pack",255
"confused","confused",255
"favorite","favorite",254
"settle","settle",253
"flight","flight",253
"onto","onto",253
"page","page",253
"flow","flow",253
"bay","bay",252
"tide","tide",252
"diddit","diddit",252
"thinks","thinks",251
"recall","recall",251
"lake","lake",251
"gas","gas",250
"roof","roof",250
"doors","doors",250
"disappear","disappear",250
"letters","letters",249
"dreamer","dreamer",249
"rising","rising",248
"kinds","kinds",248
"sloopy","sloopy",248
"gray","gray",248
"bought","bought",247
"jingle","jingle",247
"sweetly","sweetly",247
"ebony","ebony",247
"misery","misery",246
"wearing","wearing",246
"sayin","sayin",245
"groove","groove",245
"spill","spill",245
"gypsy","gypsy",245
"cup","cup",244
"jane","jane",244
"whose","whose",244
"blew","blew",244
"callin","callin",243
"season","season",243
"riding","riding",243
"remains","remains",243
"hiding","hiding",243
"rosanna","rosanna",243
"forgotten","forgotten",242
"affair","affair",242
"ghost","ghost",242
"boogie","boogie",241
"jimmy","jimmy",241
"sunset","sunset",241
"bitter","bitter",241
"slippin","slippin",241
