"","Word","Freq"
"midnight","midnight",467
"wanted","wanted",466
"lean","lean",460
"shout","shout",459
"voice","voice",458
"giving","giving",458
"angel","angel",456
"caught","caught",454
"romance","romance",453
"speak","speak",453
"build","build",453
"ohh","ohh",451
"king","king",450
"room","room",448
"bag","bag",448
"anymore","anymore",447
"peace","peace",446
"thinkin","thinkin",443
"summer","summer",443
"brother","brother",443
"warm","warm",441
"happiness","happiness",441
"runnin","runnin",440
"afraid","afraid",437
"surry","surry",437
"lay","lay",435
"land","land",434
"rest","rest",432
"operator","operator",432
"floor","floor",430
"blues","blues",428
"smooth","smooth",428
"ooooh","ooooh",428
"kisses","kisses",427
"catch","catch",426
"sorrow","sorrow",426
"low","low",426
"single","single",426
"chains","chains",425
"part","part",423
"taste","taste",422
"women","women",420
"rubberband","rubberband",420
"flowers","flowers",419
"´s","´s",418
"hate","hate",416
"somewhere","somewhere",416
"hit","hit",415
"dem","dem",415
"straight","straight",411
"hundred","hundred",410
"mother","mother",410
"short","short",408
"slippin","slippin",408
"picture","picture",405
"playing","playing",405
"looks","looks",400
"lookin","lookin",399
"´ll","´ll",399
"sweeter","sweeter",398
"bop","bop",397
"watching","watching",397
"sunshine","sunshine",397
"walked","walked",397
"across","across",396
"shoes","shoes",395
"somehow","somehow",395
"slip","slip",395
"wear","wear",394
"save","save",394
"block","block",394
"sit","sit",392
"south","south",392
"set","set",392
"cryin","cryin",390
"rich","rich",389
"dee","dee",389
"drop","drop",388
"given","given",386
"five","five",386
"shining","shining",385
"pay","pay",385
"turned","turned",384
"eat","eat",384
"learn","learn",384
"past","past",382
"message","message",382
"telling","telling",379
"pop","pop",379
"key","key",379
"streets","streets",379
"less","less",379
"tender","tender",378
"squeeze","squeeze",377
"everyday","everyday",377
"bang","bang",374
"closer","closer",374
"singin","singin",374
"whatever","whatever",374
"pick","pick",373
"fast","fast",372
"war","war",372
"different","different",369
"ones","ones",369
"explain","explain",368
"glory","glory",367
"kissing","kissing",367
"eye","eye",366
"four","four",366
"thrill","thrill",366
"quiet","quiet",365
"boom","boom",364
"star","star",364
"note","note",364
"playboy","playboy",364
"lonesome","lonesome",361
"lives","lives",361
"softly","softly",360
"special","special",359
"fools","fools",359
"misery","misery",358
"bum","bum",358
"papa","papa",357
"yet","yet",356
"nowhere","nowhere",356
"great","great",355
"ampampquot","ampampquot",355
"dying","dying",354
"throw","throw",353
"hurry","hurry",353
"needed","needed",353
"funny","funny",352
"sexy","sexy",352
"rider","rider",352
"share","share",351
"survive","survive",349
"full","full",348
"rainy","rainy",348
"nice","nice",347
"write","write",347
"bright","bright",347
"wash","wash",346
"locked","locked",345
"cuz","cuz",345
"prayer","prayer",345
"top","top",344
"ampamp","ampamp",344
"earth","earth",342
