,Date,Blues,Rock,Pop,HipHop,R&B,Country,Folk,Reggae,Electro,Religous
2967,2017-09-18,0,4,21,33,9,18,0,3,1,0
2968,2017-09-25,0,4,20,31,11,19,0,3,2,0
2969,2017-10-02,0,4,24,29,10,18,0,3,2,0
2970,2017-10-09,0,4,25,28,9,19,0,3,2,0
2971,2017-10-16,0,3,24,31,10,20,0,2,1,0
2972,2017-10-23,0,3,25,28,11,20,0,2,1,0
2973,2017-10-30,0,3,25,26,11,21,0,2,1,0
2974,2017-11-06,0,4,28,29,11,16,0,1,1,0
2975,2017-11-13,0,4,27,26,10,19,0,0,1,0
2976,2017-11-20,0,4,29,29,8,17,0,0,1,0
2977,2017-11-27,0,4,29,31,7,17,0,0,1,0
2978,2017-12-04,0,3,30,30,7,16,0,0,1,0
2979,2017-12-11,0,4,31,28,7,15,0,0,1,0
2980,2017-12-18,0,5,29,27,6,16,1,1,1,0
2981,2017-12-25,0,4,29,29,6,15,0,0,1,0
2982,2018-01-01,0,4,29,30,6,14,0,0,0,0
2983,2018-01-08,0,5,26,28,6,16,0,2,0,0
2984,2018-01-15,0,5,25,29,7,15,0,2,1,0
2985,2018-01-22,0,5,28,29,5,15,0,2,0,0
2986,2018-01-29,0,4,26,33,5,14,0,2,1,0
2987,2018-02-05,0,4,24,39,5,13,0,3,2,0
2988,2018-02-12,0,4,23,32,9,15,0,5,2,0
2989,2018-02-19,0,4,21,36,9,12,0,4,1,0
2990,2018-02-26,0,4,22,34,10,13,0,4,1,0
2991,2018-03-05,0,4,21,32,8,13,0,4,1,0
2992,2018-03-12,0,3,21,35,10,12,0,5,1,0
2993,2018-03-19,0,4,21,40,6,11,0,3,1,0
2994,2018-03-26,0,4,23,33,8,12,0,4,2,0
2995,2018-04-02,0,6,22,32,7,13,0,4,1,0
2996,2018-04-09,0,6,21,25,17,14,0,4,1,0
2997,2018-04-16,0,5,19,34,11,12,0,3,2,0
2998,2018-04-23,0,5,17,37,10,13,0,3,2,0
2999,2018-04-30,0,5,17,43,7,11,0,3,3,0
3000,2018-05-07,0,3,33,34,7,10,0,3,2,0
3001,2018-05-14,0,3,33,30,7,11,0,3,2,0
3002,2018-05-21,0,4,31,33,7,11,0,3,2,0
3003,2018-05-28,0,3,27,38,6,10,0,3,2,0
3004,2018-06-04,0,4,28,36,7,10,0,3,2,0
3005,2018-06-11,0,4,29,33,6,12,0,3,2,0
3006,2018-06-18,0,4,26,30,4,12,0,3,2,0
3007,2018-06-25,0,3,24,41,6,10,0,2,2,0
3008,2018-07-02,0,5,27,37,5,12,0,2,3,0
3009,2018-07-09,0,4,18,46,6,15,0,1,2,0
3010,2018-07-16,0,2,17,47,5,13,0,1,3,0
3011,2018-07-23,0,3,21,35,4,15,0,1,3,1
3012,2018-07-30,0,4,23,30,7,15,0,1,3,1
3013,2018-08-06,0,4,22,26,8,16,0,0,4,1
3014,2018-08-13,0,3,20,37,8,13,0,0,3,1
3015,2018-08-20,0,4,20,40,7,11,0,0,3,1
3016,2018-08-27,0,4,26,27,8,14,0,0,5,1
3017,2018-09-03,0,4,20,32,6,13,0,1,5,1
3018,2018-09-10,0,4,18,38,5,13,0,0,4,1
3019,2018-09-17,0,4,18,35,5,13,0,1,5,1
3020,2018-09-24,0,4,17,36,6,15,0,0,4,1
3021,2018-10-01,0,4,17,34,6,15,0,1,4,1
3022,2018-10-08,0,4,18,45,6,12,0,0,2,1
3023,2018-10-15,0,4,21,38,6,12,0,0,2,1
3024,2018-10-22,0,4,19,36,6,14,1,0,4,1
3025,2018-10-29,0,5,21,32,8,13,1,0,3,1
3026,2018-11-05,0,3,22,36,5,13,1,0,5,1
3027,2018-11-12,0,3,22,40,6,9,2,0,1,1
3028,2018-11-19,0,4,20,40,6,13,2,0,1,1
3029,2018-11-26,0,3,20,38,7,14,1,0,3,1
3030,2018-12-03,0,4,22,32,7,13,2,0,2,1
3031,2018-12-10,0,4,18,44,5,8,2,0,3,1
3032,2018-12-17,0,4,18,39,5,13,2,0,3,1
3033,2018-12-24,0,5,23,32,6,15,2,0,3,3
3034,2018-12-31,0,6,25,32,6,14,2,0,3,3
3035,2019-01-07,0,3,22,36,4,17,3,0,4,1
3036,2019-01-14,0,3,21,36,5,16,2,0,4,1
3037,2019-01-21,0,3,21,36,8,15,2,0,4,1
3038,2019-01-28,0,3,19,36,8,13,3,0,4,1
3039,2019-02-04,0,2,21,33,9,13,3,0,3,1
3040,2019-02-11,0,2,22,35,9,13,2,0,3,1
3041,2019-02-18,0,2,28,30,7,14,3,0,3,1
3042,2019-02-25,0,2,28,28,6,14,2,0,5,1
3043,2019-03-04,0,2,24,38,7,12,3,0,4,1
3044,2019-03-11,0,4,22,33,6,16,3,0,2,1
3045,2019-03-18,0,4,20,31,9,16,3,0,2,1
3046,2019-03-25,0,4,20,30,9,16,3,0,2,1
3047,2019-04-01,0,4,20,31,8,16,2,0,2,1
3048,2019-04-08,0,4,31,23,7,15,1,0,2,1
3049,2019-04-15,0,5,27,21,12,13,2,0,2,1
3050,2019-04-22,0,6,27,23,7,14,1,0,3,1
3051,2019-04-29,0,6,26,26,8,14,1,0,3,1
3052,2019-05-06,0,5,23,28,7,14,1,1,3,1
3053,2019-05-13,0,4,24,27,8,15,1,1,2,1
3054,2019-05-20,0,5,25,26,11,15,0,2,2,0
3055,2019-05-27,0,5,20,29,9,15,0,2,1,0
3056,2019-06-03,0,6,23,24,10,16,0,3,1,0
3057,2019-06-10,0,7,24,25,7,17,0,2,1,0
