,Date,Blues,Rock,Pop,HipHop,R&B,Country,Folk,Reggae,Electro,Religous
2037,1999-11-22,1,14,15,12,21,20,0,0,1,0
2038,1999-11-29,1,15,16,13,19,21,0,0,1,0
2039,1999-12-06,1,14,16,13,23,18,0,0,2,0
2040,1999-12-13,1,13,16,14,23,18,0,0,2,0
2041,1999-12-20,1,14,15,14,23,19,0,0,2,0
2042,1999-12-27,1,14,14,12,24,19,0,0,2,0
2043,2000-01-03,1,14,13,11,26,18,0,0,2,0
2044,2000-01-10,1,15,14,14,23,17,0,0,2,0
2045,2000-01-17,0,17,13,16,21,17,0,0,3,0
2046,2000-01-24,0,15,13,13,24,22,0,0,3,0
2047,2000-01-31,0,15,12,14,22,23,0,0,3,0
2048,2000-02-07,0,15,11,14,23,21,0,0,3,0
2049,2000-02-14,0,14,12,12,25,21,0,0,3,0
2050,2000-02-21,0,14,12,14,23,20,0,0,3,0
2051,2000-02-28,0,13,11,15,24,20,0,0,3,0
2052,2000-03-06,0,12,12,13,23,23,0,0,3,0
2053,2000-03-13,1,13,11,11,24,24,0,0,3,0
2054,2000-03-20,2,14,9,12,24,24,0,0,3,0
2055,2000-03-27,2,13,12,11,22,25,0,0,3,0
2056,2000-04-03,2,13,12,11,21,24,0,0,3,0
2057,2000-04-10,2,13,12,11,24,23,0,0,5,0
2058,2000-04-17,2,15,12,11,22,23,0,0,5,0
2059,2000-04-24,2,13,14,10,20,25,0,0,4,0
2060,2000-05-01,2,14,15,11,18,25,0,0,3,0
2061,2000-05-08,1,18,13,10,16,27,0,0,3,0
2062,2000-05-15,1,17,13,12,18,25,0,0,2,0
2063,2000-05-22,1,16,12,13,18,26,0,0,2,0
2064,2000-05-29,1,15,12,13,18,26,0,0,2,0
2065,2000-06-05,1,13,13,12,17,28,0,0,2,0
2066,2000-06-12,1,14,12,12,20,27,0,0,2,0
2067,2000-06-19,1,12,12,11,21,28,0,0,2,0
2068,2000-06-26,1,12,14,10,21,26,0,0,2,0
2069,2000-07-03,1,12,15,10,21,25,0,0,1,0
2070,2000-07-10,1,13,15,10,20,25,0,0,1,0
2071,2000-07-17,1,13,15,9,19,26,0,0,1,0
2072,2000-07-24,1,13,15,10,20,21,0,0,1,0
2073,2000-07-31,1,13,14,10,21,21,0,0,2,0
2074,2000-08-07,0,14,16,12,18,21,0,0,2,0
2075,2000-08-14,2,14,14,11,18,22,0,0,2,0
2076,2000-08-21,2,14,15,11,17,22,0,0,2,1
2077,2000-08-28,2,14,16,11,17,21,0,0,1,1
2078,2000-09-04,2,14,16,12,16,24,0,0,1,1
2079,2000-09-11,2,14,16,11,17,24,0,0,1,1
2080,2000-09-18,2,14,15,11,18,24,0,0,1,1
2081,2000-09-25,2,13,16,12,17,23,0,0,1,1
2082,2000-10-02,2,13,17,12,17,24,0,0,1,1
2083,2000-10-09,2,13,15,12,17,25,0,0,1,1
2084,2000-10-16,2,14,13,10,14,28,0,1,1,1
2085,2000-10-23,2,15,11,11,15,26,0,1,1,1
2086,2000-10-30,2,14,12,10,14,25,0,2,1,1
2087,2000-11-06,2,12,12,13,14,24,0,2,1,1
2088,2000-11-13,2,13,12,13,14,23,0,2,1,1
2089,2000-11-20,3,13,13,13,14,22,0,2,0,1
2090,2000-11-27,3,14,13,14,12,22,0,2,2,1
2091,2000-12-04,2,12,13,14,15,22,0,2,2,1
2092,2000-12-11,2,12,13,14,15,23,0,2,2,1
2093,2000-12-18,2,12,12,15,13,25,0,2,2,1
2094,2000-12-25,2,11,13,13,11,26,0,3,2,1
2095,2001-01-01,1,10,16,13,12,24,0,2,2,1
2096,2001-01-08,1,10,16,13,13,24,0,3,3,0
2097,2001-01-15,2,9,16,14,13,24,0,3,3,0
2098,2001-01-22,3,10,15,14,12,23,0,3,3,0
2099,2001-01-29,3,9,15,13,12,25,0,2,2,0
2100,2001-02-05,3,11,14,13,13,23,0,2,3,0
2101,2001-02-12,3,13,13,13,13,21,0,2,3,0
2102,2001-02-19,3,13,12,12,14,20,0,2,4,0
2103,2001-02-26,3,14,14,14,13,19,0,2,4,0
2104,2001-03-05,3,13,14,14,13,19,0,2,4,0
2105,2001-03-12,3,13,11,13,14,22,0,2,4,0
2106,2001-03-19,3,14,11,13,14,22,0,2,4,0
2107,2001-03-26,3,13,12,13,17,21,0,2,4,0
2108,2001-04-02,2,12,12,14,18,21,0,2,4,0
2109,2001-04-09,1,12,10,15,18,22,0,2,4,0
2110,2001-04-16,1,12,11,14,18,22,0,2,4,0
2111,2001-04-23,1,12,10,14,17,25,0,1,4,0
2112,2001-04-30,0,11,11,14,17,26,0,1,4,0
2113,2001-05-07,0,12,13,13,18,23,0,1,4,0
2114,2001-05-14,0,12,13,15,17,22,0,1,4,0
2115,2001-05-21,0,14,12,14,15,23,0,1,4,0
2116,2001-05-28,0,15,15,11,16,22,0,1,3,0
2117,2001-06-04,0,14,17,10,17,21,0,1,3,0
2118,2001-06-11,0,13,17,10,18,23,0,1,3,0
2119,2001-06-18,0,13,16,10,19,23,0,1,3,0
2120,2001-06-25,0,11,15,10,20,24,0,1,3,0
2121,2001-07-02,0,11,14,10,21,24,0,1,3,0
2122,2001-07-09,0,11,12,12,22,24,0,0,1,0
2123,2001-07-16,0,12,9,13,23,24,0,0,2,0
2124,2001-07-23,0,11,10,13,23,23,0,0,2,0
2125,2001-07-30,0,10,10,11,23,24,0,0,2,0
2126,2001-08-06,0,11,10,13,23,24,0,0,2,0
2127,2001-08-13,0,11,10,14,22,23,0,0,2,0
2128,2001-08-20,0,12,11,14,21,21,0,0,3,0
2129,2001-08-27,0,13,13,16,18,19,0,0,3,0
2130,2001-09-03,0,14,13,16,21,18,0,0,3,0
2131,2001-09-10,0,14,11,14,21,21,0,0,3,0
2132,2001-09-17,0,15,12,14,21,19,0,0,3,0
2133,2001-09-24,0,16,11,15,24,17,0,0,2,0
2134,2001-10-01,0,15,10,13,26,18,0,0,2,0
2135,2001-10-08,0,18,10,16,25,17,0,0,1,0
2136,2001-10-15,0,19,12,16,23,17,0,0,1,0
2137,2001-10-22,0,19,11,18,23,19,0,0,1,0
2138,2001-10-29,0,19,11,19,24,17,0,0,1,0
2139,2001-11-05,0,18,9,19,24,17,0,0,1,0
2140,2001-11-12,0,17,10,20,23,18,1,0,1,0
2141,2001-11-19,0,18,10,20,20,18,1,0,1,0
2142,2001-11-26,0,19,10,19,20,19,1,0,1,0
2143,2001-12-03,0,18,11,17,22,20,1,0,1,0
2144,2001-12-10,0,19,12,17,21,19,1,0,1,0
2145,2001-12-17,0,19,12,20,21,17,1,0,1,0
2146,2001-12-24,0,18,11,20,23,17,1,0,0,0
2147,2001-12-31,1,20,11,20,21,15,1,0,0,0
2148,2002-01-07,1,18,11,20,20,18,1,0,0,0
2149,2002-01-14,1,18,10,21,18,20,1,0,0,0
2150,2002-01-21,1,18,10,20,19,20,1,0,0,0
2151,2002-01-28,1,20,10,19,19,20,1,0,0,0
2152,2002-02-04,1,18,10,18,20,21,1,0,0,0
2153,2002-02-11,1,15,10,19,20,22,1,0,0,0
2154,2002-02-18,1,14,12,16,19,24,1,0,0,0
2155,2002-02-25,1,14,14,17,17,23,1,0,0,0
2156,2002-03-04,1,14,13,20,18,21,1,0,0,0
2157,2002-03-11,1,16,14,20,16,20,1,0,0,0
2158,2002-03-18,1,16,14,20,17,19,1,0,0,0
2159,2002-03-25,1,15,14,19,18,19,1,0,0,0
2160,2002-04-01,1,15,14,19,19,20,0,0,0,0
2161,2002-04-08,1,16,13,22,19,19,0,0,0,0
2162,2002-04-15,1,15,13,23,21,18,0,0,0,0
2163,2002-04-22,1,14,12,22,23,17,0,0,0,0
2164,2002-04-29,1,14,13,22,21,18,0,1,0,0
2165,2002-05-06,1,14,13,20,21,19,0,1,1,0
2166,2002-05-13,1,14,12,20,19,20,0,1,1,0
2167,2002-05-20,0,15,11,21,19,20,0,1,1,0
2168,2002-05-27,1,15,12,18,20,18,0,1,1,0
2169,2002-06-03,1,16,13,19,21,20,0,1,1,0
2170,2002-06-10,1,16,12,19,20,19,0,1,1,0
2171,2002-06-17,1,15,13,19,18,20,0,1,1,0
2172,2002-06-24,1,15,13,21,18,19,0,1,1,0
2173,2002-07-01,1,16,14,19,16,20,0,1,1,0
2174,2002-07-08,1,15,15,21,15,18,0,1,1,0
2175,2002-07-15,1,15,14,21,14,19,0,1,1,0
2176,2002-07-22,1,14,13,20,16,19,0,1,1,0
2177,2002-07-29,1,15,13,21,16,17,0,2,1,0
2178,2002-08-05,1,14,13,20,16,19,0,2,1,0
2179,2002-08-12,1,13,14,20,16,19,0,2,1,0
2180,2002-08-19,1,14,14,19,18,18,0,2,1,0
2181,2002-08-26,1,14,16,17,17,18,0,2,1,0
2182,2002-09-02,2,15,14,18,16,18,0,2,1,0
2183,2002-09-09,2,15,15,20,17,18,0,2,1,0
2184,2002-09-16,2,14,16,20,18,17,0,2,1,0
2185,2002-09-23,2,16,17,17,16,19,0,2,0,0
2186,2002-09-30,2,15,17,18,14,21,0,2,0,0
2187,2002-10-07,2,16,16,18,12,22,0,2,0,0
2188,2002-10-14,2,13,16,19,12,23,0,2,1,0
2189,2002-10-21,2,13,17,19,14,19,0,1,1,0
2190,2002-10-28,2,13,17,21,14,18,0,1,1,0
2191,2002-11-04,2,12,16,19,15,19,0,1,1,0
2192,2002-11-11,2,11,16,17,17,20,0,1,1,0
2193,2002-11-18,2,12,15,18,18,19,0,1,1,0
2194,2002-11-25,2,13,15,18,17,19,0,1,1,0
2195,2002-12-02,1,12,16,18,19,20,0,1,1,0
2196,2002-12-09,1,13,16,18,19,19,0,1,0,0
2197,2002-12-16,1,13,16,19,19,19,0,1,0,0
2198,2002-12-23,1,15,15,19,18,18,0,1,1,0
2199,2002-12-30,1,14,15,20,17,18,0,1,1,0
2200,2003-01-06,1,12,14,22,17,17,0,1,1,0
2201,2003-01-13,1,12,13,22,17,19,0,1,1,0
2202,2003-01-20,1,13,13,21,16,21,0,1,1,0
2203,2003-01-27,1,13,11,21,15,23,0,0,1,0
2204,2003-02-03,1,13,10,22,13,24,0,0,1,0
2205,2003-02-10,1,12,12,24,12,23,0,0,1,0
2206,2003-02-17,1,11,12,24,14,21,0,1,1,0
2207,2003-02-24,1,12,12,23,14,20,0,1,1,0
2208,2003-03-03,1,12,12,26,16,19,0,1,0,0
2209,2003-03-10,0,13,12,25,12,22,0,1,0,0
2210,2003-03-17,0,11,12,24,15,23,0,1,0,0
2211,2003-03-24,0,13,14,23,16,21,0,1,0,0
2212,2003-03-31,0,14,13,21,16,22,0,1,0,0
2213,2003-04-07,0,14,15,21,17,17,0,1,1,0
2214,2003-04-14,0,14,15,19,18,18,0,1,1,0
2215,2003-04-21,0,16,16,19,19,17,0,1,1,0
2216,2003-04-28,0,15,12,19,21,18,0,1,1,0
2217,2003-05-05,0,16,10,20,20,18,1,1,1,0
2218,2003-05-12,0,14,10,19,21,18,1,1,1,0
2219,2003-05-19,0,14,9,18,21,18,1,1,1,0
2220,2003-05-26,0,15,8,18,20,20,1,1,1,0
2221,2003-06-02,0,15,7,17,21,20,1,2,1,0
2222,2003-06-09,0,13,7,18,22,20,1,2,1,0
2223,2003-06-16,0,13,6,18,23,23,1,2,1,0
2224,2003-06-23,0,13,10,15,23,24,1,2,0,0
2225,2003-06-30,0,11,10,16,24,26,1,2,0,0
2226,2003-07-07,0,11,10,16,23,27,1,2,0,0
2227,2003-07-14,0,10,10,15,24,27,1,2,0,0
2228,2003-07-21,0,10,11,16,23,25,1,2,0,0
2229,2003-07-28,0,11,9,17,25,24,1,2,0,0
2230,2003-08-04,0,13,9,17,23,22,1,2,0,0
2231,2003-08-11,0,13,10,16,24,22,1,2,0,0
2232,2003-08-18,1,13,11,17,20,25,1,2,0,0
2233,2003-08-25,1,14,13,15,18,24,1,2,0,0
2234,2003-09-01,1,13,12,16,21,23,1,2,0,0
2235,2003-09-08,1,14,12,16,21,22,1,2,1,0
2236,2003-09-15,1,15,14,16,20,19,1,2,2,0
2237,2003-09-22,1,16,14,18,20,18,0,2,2,0
2238,2003-09-29,1,16,13,19,19,20,0,1,1,0
2239,2003-10-06,1,13,14,19,20,20,0,1,1,1
2240,2003-10-13,2,12,13,21,19,18,0,1,1,1
2241,2003-10-20,2,13,13,23,18,18,0,0,1,1
2242,2003-10-27,2,13,15,22,17,17,0,0,1,1
2243,2003-11-03,1,13,15,21,17,17,0,0,1,1
2244,2003-11-10,1,14,14,24,17,15,0,0,1,1
2245,2003-11-17,1,15,15,21,18,16,0,0,1,1
2246,2003-11-24,1,16,14,20,17,15,0,0,1,2
2247,2003-12-01,1,16,13,23,15,15,0,0,1,2
2248,2003-12-08,0,15,13,22,16,18,0,0,1,2
2249,2003-12-15,0,16,13,23,15,19,0,1,1,0
2250,2003-12-22,0,14,14,21,15,19,0,1,1,0
2251,2003-12-29,0,14,14,23,15,17,0,2,1,0
2252,2004-01-05,0,15,13,24,15,15,0,2,1,0
2253,2004-01-12,0,15,11,26,15,16,0,2,1,1
2254,2004-01-19,0,15,9,27,14,18,0,2,1,1
2255,2004-01-26,0,13,11,29,13,18,0,2,1,1
2256,2004-02-02,0,13,9,29,13,18,0,3,1,0
2257,2004-02-09,0,13,11,27,12,17,0,3,1,0
2258,2004-02-16,0,12,12,27,11,18,0,4,1,0
2259,2004-02-23,1,12,13,25,10,18,0,4,1,0
2260,2004-03-01,1,13,13,24,10,18,0,4,1,1
2261,2004-03-08,1,12,11,25,10,18,0,4,1,1
2262,2004-03-15,1,13,9,23,9,19,0,4,1,1
2263,2004-03-22,1,13,9,24,10,17,0,4,1,1
2264,2004-03-29,1,11,12,22,10,19,0,5,1,1
2265,2004-04-05,1,12,11,19,11,22,0,5,1,0
2266,2004-04-12,1,11,11,21,11,24,0,5,1,0
2267,2004-04-19,1,11,11,20,12,24,0,4,1,0
2268,2004-04-26,1,13,11,20,12,22,0,4,1,0
2269,2004-05-03,1,12,11,22,12,20,0,4,1,0
2270,2004-05-10,1,14,11,22,12,20,0,4,1,0
2271,2004-05-17,1,12,11,21,13,19,0,4,1,0
2272,2004-05-24,1,15,9,20,14,19,0,4,1,0
2273,2004-05-31,1,16,8,21,15,18,0,4,1,0
2274,2004-06-07,1,13,10,21,15,20,0,3,1,0
2275,2004-06-14,1,12,9,21,14,23,0,3,1,0
2276,2004-06-21,1,12,8,23,16,21,0,2,1,0
2277,2004-06-28,1,15,8,22,16,20,0,2,0,0
2278,2004-07-05,1,14,8,25,17,18,0,2,0,0
2279,2004-07-12,0,13,8,27,17,18,0,2,0,0
2280,2004-07-19,0,15,9,27,15,18,0,2,0,0
2281,2004-07-26,0,14,11,25,17,19,0,2,0,0
2282,2004-08-02,0,14,11,21,18,21,0,1,0,0
2283,2004-08-09,0,14,12,20,18,22,0,1,0,0
2284,2004-08-16,0,14,11,21,20,23,0,0,0,0
2285,2004-08-23,0,14,11,20,17,23,0,0,0,0
2286,2004-08-30,0,15,12,21,19,21,0,1,1,0
2287,2004-09-06,0,16,12,20,19,20,0,1,1,0
2288,2004-09-13,0,15,11,21,20,21,0,1,0,0
2289,2004-09-20,0,16,11,20,20,21,0,1,0,0
2290,2004-09-27,0,16,10,20,20,21,0,1,0,0
2291,2004-10-04,0,17,10,22,21,18,0,1,0,0
2292,2004-10-11,0,15,14,24,18,18,0,1,0,0
2293,2004-10-18,1,14,13,24,16,18,0,1,0,0
2294,2004-10-25,1,14,13,23,18,18,0,1,0,0
2295,2004-11-01,1,14,15,23,17,18,0,1,0,0
2296,2004-11-08,1,12,16,22,18,20,0,2,0,0
2297,2004-11-15,1,12,14,26,17,18,0,2,0,0
2298,2004-11-22,1,13,14,27,18,16,0,1,0,0
2299,2004-11-29,1,13,14,25,18,18,0,1,0,0
2300,2004-12-06,1,12,14,26,18,19,0,1,0,0
2301,2004-12-13,1,11,15,24,18,21,0,1,0,0
2302,2004-12-20,1,11,15,23,15,20,1,1,0,0
2303,2004-12-27,1,11,15,25,15,19,1,1,0,0
2304,2005-01-03,1,10,16,23,15,19,1,1,0,0
2305,2005-01-10,1,11,16,24,16,18,1,1,0,0
2306,2005-01-17,1,9,16,25,17,18,1,1,0,0
2307,2005-01-24,1,8,15,23,19,19,1,2,0,0
2308,2005-01-31,1,9,14,24,17,19,1,2,0,0
2309,2005-02-07,1,13,19,20,14,19,0,2,0,0
2310,2005-02-14,1,15,19,16,13,21,0,2,0,0
2311,2005-02-21,1,14,20,16,15,21,0,2,0,0
2312,2005-02-28,1,12,21,17,16,19,0,2,0,0
2313,2005-03-07,1,13,20,17,15,21,0,2,0,0
2314,2005-03-14,1,13,18,17,15,21,0,2,0,0
2315,2005-03-21,1,12,17,17,16,22,0,2,0,0
2316,2005-03-28,1,15,17,15,16,21,0,1,0,0
2317,2005-04-04,2,15,16,15,15,21,0,1,0,0
2318,2005-04-11,2,17,16,14,18,20,0,1,0,0
2319,2005-04-18,2,16,17,13,18,20,0,1,0,0
2320,2005-04-25,2,16,17,12,19,20,0,1,0,0
2321,2005-05-02,1,17,15,13,22,18,0,1,0,0
2322,2005-05-09,1,17,14,13,21,18,0,1,0,0
2323,2005-05-16,1,16,18,12,21,17,0,1,0,0
2324,2005-05-23,1,14,19,13,22,17,0,1,0,0
2325,2005-05-30,1,13,19,15,21,17,0,1,0,0
2326,2005-06-06,1,13,16,15,22,19,0,1,0,0
2327,2005-06-13,1,15,17,15,20,18,0,1,0,0
2328,2005-06-20,1,16,17,16,19,16,0,1,0,0
2329,2005-06-27,1,15,18,15,18,19,0,1,0,0
2330,2005-07-04,1,18,13,15,18,20,0,1,0,0
2331,2005-07-11,1,18,14,17,17,20,0,1,0,0
2332,2005-07-18,1,19,13,21,17,19,0,1,0,0
2333,2005-07-25,1,18,14,19,18,19,0,2,0,0
2334,2005-08-01,1,18,14,20,17,21,0,1,0,0
2335,2005-08-08,1,17,16,19,20,19,0,1,0,0
2336,2005-08-15,1,18,15,17,18,20,0,1,0,0
2337,2005-08-22,1,15,16,19,20,19,0,1,0,0
2338,2005-08-29,0,14,17,21,17,21,0,1,0,0
2339,2005-09-05,0,15,16,21,17,20,0,2,0,0
2340,2005-09-12,0,16,15,21,17,20,0,3,0,0
2341,2005-09-19,1,15,14,19,17,21,0,3,0,0
2342,2005-09-26,1,17,14,17,17,20,0,3,0,0
2343,2005-10-03,1,19,14,17,17,22,0,3,0,0
2344,2005-10-10,1,18,13,18,16,23,0,3,0,0
2345,2005-10-17,1,19,13,15,18,24,0,1,0,0
2346,2005-10-24,1,17,14,16,18,24,0,1,0,0
2347,2005-10-31,1,15,15,19,17,23,0,1,0,0
2348,2005-11-07,1,17,15,19,16,23,0,1,0,0
2349,2005-11-14,0,17,11,20,16,24,0,1,0,0
2350,2005-11-21,0,16,12,21,17,22,0,1,0,0
2351,2005-11-28,0,13,11,20,17,25,1,2,0,0
2352,2005-12-05,0,16,10,18,18,22,1,3,0,0
2353,2005-12-12,0,15,9,21,18,20,2,3,1,0
2354,2005-12-19,0,15,10,20,17,19,2,3,1,0
2355,2005-12-26,0,17,9,22,17,20,1,3,1,0
2356,2006-01-02,0,18,9,23,17,19,1,3,1,0
2357,2006-01-09,0,21,10,21,17,17,1,2,1,0
2358,2006-01-16,0,19,9,21,16,21,1,3,1,0
2359,2006-01-23,1,20,9,20,15,22,1,3,1,0
2360,2006-01-30,1,18,10,18,17,19,1,4,1,0
2361,2006-02-06,1,13,14,19,14,17,1,4,1,0
2362,2006-02-13,0,14,13,19,13,19,1,4,1,0
2363,2006-02-20,0,16,13,18,14,18,1,4,1,0
2364,2006-02-27,0,14,14,19,14,18,1,4,1,0
2365,2006-03-06,0,16,15,21,15,15,1,4,1,0
2366,2006-03-13,0,17,14,22,15,14,1,4,1,0
2367,2006-03-20,1,20,13,20,13,14,1,4,1,0
2368,2006-03-27,0,22,12,19,14,15,1,3,1,0
2369,2006-04-03,0,23,11,18,13,16,1,4,1,0
2370,2006-04-10,0,22,11,17,13,17,1,3,1,0
2371,2006-04-17,0,23,8,19,15,16,1,3,1,0
2372,2006-04-24,0,17,10,20,16,18,1,3,1,0
2373,2006-05-01,0,18,9,19,17,19,1,3,1,0
2374,2006-05-08,0,21,8,17,18,20,1,2,1,0
2375,2006-05-15,2,22,7,16,18,18,2,2,1,0
2376,2006-05-22,2,21,7,17,18,17,2,2,1,0
2377,2006-05-29,2,21,9,18,16,21,1,2,1,0
2378,2006-06-05,3,22,8,18,15,21,1,3,1,0
2379,2006-06-12,3,22,6,18,15,22,1,2,1,0
2380,2006-06-19,2,22,6,15,16,21,1,4,1,0
2381,2006-06-26,4,20,6,16,15,21,1,3,1,0
2382,2006-07-03,4,20,5,13,18,23,1,3,1,0
2383,2006-07-10,3,19,8,13,16,24,1,2,1,0
2384,2006-07-17,3,20,8,12,17,23,1,4,0,0
2385,2006-07-24,3,21,9,11,16,23,1,3,0,0
2386,2006-07-31,3,24,8,11,17,21,1,1,0,0
2387,2006-08-07,3,25,6,10,18,22,0,2,0,0
2388,2006-08-14,3,24,6,10,19,21,0,2,0,0
2389,2006-08-21,2,25,6,10,22,20,0,1,0,0
2390,2006-08-28,2,23,7,10,23,16,0,1,0,0
2391,2006-09-04,1,21,6,11,22,16,0,1,0,0
2392,2006-09-11,1,21,6,12,22,15,0,1,0,0
2393,2006-09-18,1,22,8,11,21,14,0,1,0,0
2394,2006-09-25,1,23,12,12,17,14,0,1,0,0
2395,2006-10-02,1,22,11,11,20,15,0,1,0,0
2396,2006-10-09,1,22,10,11,22,14,0,1,0,0
2397,2006-10-16,2,19,10,13,22,14,0,1,0,0
2398,2006-10-23,2,20,9,13,20,17,0,1,0,0
2399,2006-10-30,2,20,10,13,21,16,0,1,0,0
2400,2006-11-06,2,18,9,14,21,15,0,0,0,0
2401,2006-11-13,2,17,12,14,21,17,0,0,0,0
2402,2006-11-20,2,19,12,14,21,16,0,0,0,0
2403,2006-11-27,2,19,11,15,21,16,0,0,0,0
2404,2006-12-04,1,19,12,17,20,15,0,0,0,0
2405,2006-12-11,1,19,13,16,21,15,0,0,0,0
2406,2006-12-18,2,19,12,17,19,17,0,0,0,0
2407,2006-12-25,2,19,13,18,17,16,0,0,0,0
2408,2007-01-01,2,21,12,20,19,13,0,0,0,0
2409,2007-01-08,1,18,12,20,17,14,0,1,0,0
2410,2007-01-15,2,18,11,20,20,15,0,1,0,0
2411,2007-01-22,2,17,13,20,21,15,0,1,0,0
2412,2007-01-29,2,18,15,19,20,15,0,1,0,0
2413,2007-02-05,2,19,13,19,21,15,0,1,1,0
2414,2007-02-12,2,18,17,15,20,18,0,0,1,0
2415,2007-02-19,2,17,17,18,19,16,0,0,1,0
2416,2007-02-26,2,16,15,18,21,19,0,0,1,0
2417,2007-03-05,2,15,13,20,21,19,0,0,1,0
2418,2007-03-12,2,17,13,18,21,20,0,0,1,0
2419,2007-03-19,1,19,12,15,23,20,0,0,1,0
2420,2007-03-26,3,16,14,18,21,17,0,0,1,0
2421,2007-04-02,2,15,18,18,21,16,0,0,1,0
2422,2007-04-09,3,14,19,17,17,18,0,0,1,0
2423,2007-04-16,3,15,18,18,16,18,0,0,1,0
2424,2007-04-23,1,14,19,16,19,18,1,0,1,0
2425,2007-04-30,2,14,16,18,15,24,0,0,1,0
2426,2007-05-07,2,16,16,17,16,22,0,0,1,0
2427,2007-05-14,2,19,18,16,14,22,0,0,1,0
2428,2007-05-21,1,17,16,18,13,22,0,1,0,0
2429,2007-05-28,3,19,14,16,12,22,0,1,1,0
2430,2007-06-04,1,17,16,18,15,20,0,2,0,0
2431,2007-06-11,1,17,16,18,16,19,0,2,0,0
2432,2007-06-18,2,16,16,18,15,19,0,2,0,0
2433,2007-06-25,2,17,16,17,15,19,0,2,0,0
2434,2007-07-02,2,19,15,14,15,18,0,2,0,0
2435,2007-07-09,3,14,18,13,14,19,0,1,0,0
2436,2007-07-16,3,15,18,12,15,20,0,1,0,0
2437,2007-07-23,2,16,17,13,14,19,0,1,0,0
2438,2007-07-30,2,13,18,13,14,21,0,1,0,0
2439,2007-08-06,2,12,17,16,15,23,0,1,0,0
2440,2007-08-13,3,13,17,16,14,24,0,2,0,0
2441,2007-08-20,2,16,18,18,14,20,0,2,0,0
2442,2007-08-27,2,16,15,18,13,19,0,2,0,0
2443,2007-09-03,2,16,16,19,12,18,0,2,0,0
2444,2007-09-10,2,16,14,22,13,18,0,2,0,0
2445,2007-09-17,2,16,17,20,14,19,0,2,0,0
2446,2007-09-24,0,14,18,20,15,18,0,2,0,0
2447,2007-10-01,0,13,16,21,15,19,0,2,0,0
2448,2007-10-08,0,14,16,19,17,20,1,2,0,0
2449,2007-10-15,0,13,14,20,17,22,1,2,0,0
2450,2007-10-22,0,14,12,19,18,24,1,2,0,0
2451,2007-10-29,0,15,12,18,17,24,1,2,0,0
2452,2007-11-05,0,15,14,18,16,26,0,1,0,0
2453,2007-11-12,0,13,14,20,16,25,0,2,0,0
2454,2007-11-19,0,14,13,18,18,22,0,3,0,0
2455,2007-11-26,0,12,14,16,18,23,1,3,1,0
2456,2007-12-03,0,11,14,18,19,22,0,2,1,0
2457,2007-12-10,0,11,13,19,17,22,1,2,1,0
2458,2007-12-17,0,13,13,18,18,21,1,1,1,0
2459,2007-12-24,0,16,13,16,18,19,1,1,1,0
2460,2007-12-31,0,14,15,19,18,17,1,1,1,0
2461,2008-01-07,0,15,19,14,17,16,1,2,1,0
2462,2008-01-14,0,13,19,16,18,16,1,1,1,0
2463,2008-01-21,0,11,15,19,18,16,1,1,2,0
2464,2008-01-28,0,13,13,16,18,20,1,1,2,0
2465,2008-02-04,0,14,14,14,19,18,1,1,2,0
2466,2008-02-11,0,16,11,16,19,19,1,1,2,0
2467,2008-02-18,0,18,11,14,18,19,2,1,2,0
2468,2008-02-25,2,17,11,15,20,16,1,1,2,0
2469,2008-03-03,0,16,11,14,20,19,1,1,2,0
2470,2008-03-10,1,15,14,14,20,18,2,1,2,0
2471,2008-03-17,1,16,14,13,20,19,2,1,2,0
2472,2008-03-24,2,17,13,15,19,18,1,1,2,0
2473,2008-03-31,2,17,14,14,18,18,1,1,2,0
2474,2008-04-07,1,18,14,15,18,18,1,1,2,0
2475,2008-04-14,1,19,15,14,19,18,1,1,1,0
2476,2008-04-21,1,15,14,13,20,22,1,1,1,0
2477,2008-04-28,1,18,13,14,23,20,1,1,0,0
2478,2008-05-05,1,19,17,14,20,18,1,0,0,0
2479,2008-05-12,1,19,18,12,19,19,1,1,0,0
2480,2008-05-19,1,20,18,14,20,17,1,1,0,0
2481,2008-05-26,1,21,18,11,20,18,1,1,0,0
2482,2008-06-02,1,14,20,10,19,17,0,1,0,11
2483,2008-06-09,1,16,18,11,22,18,0,1,1,3
2484,2008-06-16,1,17,17,16,21,17,0,1,0,1
2485,2008-06-23,2,15,17,15,20,18,0,1,0,2
2486,2008-06-30,1,17,19,15,20,17,0,1,0,2
2487,2008-07-07,1,19,18,15,21,16,0,0,0,2
2488,2008-07-14,2,18,18,14,19,18,0,0,0,2
2489,2008-07-21,2,18,19,14,17,20,0,0,0,2
2490,2008-07-28,2,15,17,17,19,19,0,0,0,2
2491,2008-08-04,2,13,16,18,20,18,0,0,0,2
2492,2008-08-11,2,14,20,18,17,17,0,0,0,2
2493,2008-08-18,2,15,19,20,17,17,0,0,0,2
2494,2008-08-25,1,14,21,20,18,16,0,0,0,2
2495,2008-09-01,1,15,20,20,19,15,0,0,0,2
2496,2008-09-08,1,18,20,20,17,13,0,0,0,2
2497,2008-09-15,1,17,20,21,17,13,0,0,0,2
2498,2008-09-22,1,16,20,20,19,15,1,0,0,1
2499,2008-09-29,1,16,17,21,19,16,1,0,0,1
2500,2008-10-06,1,17,16,22,20,16,0,0,0,1
2501,2008-10-13,1,18,15,18,22,19,0,0,0,2
